complaint_id,timestamp,area_id,area_name,district,state,latitude,longitude,transaction_type,complaint_category,transaction_amount,transaction_amount_bucket,time_to_report_mins,hour,day_of_week,is_weekend,previous_incident_count,area_atm_density,is_night_window,area_baseline_risk_score,label_generation_prob,target_cash_withdrawal_event,day_name,sin_hour,cos_hour,sin_day,cos_day,log_time_to_report,log_transaction_amount
NCRP-2026-SYN-009178,2026-07-12 23:37:57,AREA-CE-190,Central-Grid-District-E High-Density Transit Node Sector-5,Central-Grid-District-E,State-Central-Valley,21.129325,79.000684,AEPS_SPOOF,JOB_OFFER_FRAUD,5000.0,LOW_UNDER_10K,169,23,6,1,5,35,1,0.546,0.98,1,Sunday,-0.258819,0.965926,-0.781831,0.62349,5.1358,8.5174
NCRP-2026-SYN-009179,2026-05-29 08:23:20,AREA-IN-181,Industrial-Belt-District-E Commercial ATM Hub Sector-11,Industrial-Belt-District-E,State-East-Zone,22.531336,88.291554,AEPS_SPOOF,PHISHING_PORTAL,5000.0,LOW_UNDER_10K,68,8,4,0,9,40,0,0.676,0.8541,1,Friday,0.866025,-0.5,-0.433884,-0.900969,4.2341,8.5174
NCRP-2026-SYN-009180,2026-07-02 22:16:41,AREA-FI-135,Financial-Hub-District-D Industrial Cyber Cluster Sector-10,Financial-Hub-District-D,State-West-Coast,19.01093,72.867754,UPI_FRAUD,PHISHING_PORTAL,150800.0,HIGH_50K_TO_200K,208,22,3,0,3,58,1,0.463,0.98,1,Thursday,-0.5,0.866025,0.433884,-0.900969,5.3423,11.9237
NCRP-2026-SYN-009181,2026-06-20 22:19:14,AREA-IN-185,Industrial-Belt-District-C High-Density Transit Node Sector-15,Industrial-Belt-District-C,State-East-Zone,22.585044,88.425475,UPI_FRAUD,INVESTMENT_MULE_SCAM,17400.0,MID_10K_TO_50K,226,22,5,1,8,39,1,0.589,0.98,1,Saturday,-0.5,0.866025,-0.974928,-0.222521,5.425,9.7643
NCRP-2026-SYN-009182,2026-07-19 13:42:31,AREA-CA-122,Capital-Metro-District-D Tech Park Outskirts Sector-22,Capital-Metro-District-D,State-National-Capital,28.624252,77.275343,UPI_FRAUD,PHISHING_PORTAL,12100.0,MID_10K_TO_50K,380,13,6,1,10,20,0,0.482,0.861,0,Sunday,-0.258819,-0.965926,-0.781831,0.62349,5.9428,9.401
NCRP-2026-SYN-009183,2026-06-07 13:26:51,AREA-CA-114,Capital-Metro-District-B Marketplace & Trade Center Sector-14,Capital-Metro-District-B,State-National-Capital,28.549881,77.185461,UPI_FRAUD,PHISHING_PORTAL,32400.0,MID_10K_TO_50K,16,13,6,1,10,34,0,0.572,0.8348,1,Sunday,-0.258819,-0.965926,-0.781831,0.62349,2.8332,10.3859
NCRP-2026-SYN-009184,2026-08-05 12:09:46,AREA-TE-169,Tech-Corridor-District-A Marketplace & Trade Center Sector-19,Tech-Corridor-District-A,State-South-Plateau,12.973991,77.523231,AEPS_SPOOF,PHISHING_PORTAL,20000.0,MID_10K_TO_50K,151,12,2,0,6,42,0,0.439,0.7779,0,Wednesday,0.0,-1.0,0.974928,-0.222521,5.0239,9.9035
NCRP-2026-SYN-009185,2026-05-25 23:17:49,AREA-FI-135,Financial-Hub-District-D Industrial Cyber Cluster Sector-10,Financial-Hub-District-D,State-West-Coast,19.01287,72.86111,AEPS_SPOOF,SEXTORTION_BLACKMAIL,2000.0,LOW_UNDER_10K,657,23,0,0,7,58,1,0.463,0.98,0,Monday,-0.258819,0.965926,0.0,1.0,6.4892,7.6014
NCRP-2026-SYN-009186,2026-08-11 00:03:31,AREA-TE-158,Tech-Corridor-District-B Commercial ATM Hub Sector-8,Tech-Corridor-District-B,State-South-Plateau,13.019227,77.506636,NET_BANKING_PHISHING,PHISHING_PORTAL,25900.0,MID_10K_TO_50K,36,0,1,0,16,47,1,0.75,0.9625,0,Tuesday,0.0,1.0,0.781831,0.62349,3.6109,10.162
NCRP-2026-SYN-009187,2026-07-15 02:44:15,AREA-CE-199,Central-Grid-District-B Tech Park Outskirts Sector-14,Central-Grid-District-B,State-Central-Valley,21.107168,79.025845,AEPS_SPOOF,JOB_OFFER_FRAUD,2000.0,LOW_UNDER_10K,24,2,2,0,10,15,1,0.656,0.8721,0,Wednesday,0.5,0.866025,0.974928,-0.222521,3.2189,7.6014
NCRP-2026-SYN-009188,2026-07-02 03:22:13,AREA-CE-189,Central-Grid-District-D Marketplace & Trade Center Sector-4,Central-Grid-District-D,State-Central-Valley,20.930942,79.069531,AEPS_SPOOF,INVESTMENT_MULE_SCAM,2000.0,LOW_UNDER_10K,389,3,3,0,6,50,1,0.638,0.98,1,Thursday,0.707107,0.707107,0.433884,-0.900969,5.9661,7.6014
NCRP-2026-SYN-009189,2026-07-10 21:29:07,AREA-FI-141,Financial-Hub-District-D University Campus Zone Sector-16,Financial-Hub-District-D,State-West-Coast,19.052814,72.923931,SIM_CLONE_FRAUD,INVESTMENT_MULE_SCAM,32800.0,MID_10K_TO_50K,131,21,4,0,7,11,1,0.48,0.7809,0,Friday,-0.707107,0.707107,-0.433884,-0.900969,4.8828,10.3982
NCRP-2026-SYN-009190,2026-05-31 23:07:07,AREA-FI-145,Financial-Hub-District-B Commercial ATM Hub Sector-20,Financial-Hub-District-B,State-West-Coast,19.187261,72.882926,UPI_FRAUD,SEXTORTION_BLACKMAIL,24700.0,MID_10K_TO_50K,8,23,6,1,8,41,1,0.657,0.872,0,Sunday,-0.258819,0.965926,-0.781831,0.62349,2.1972,10.1146
NCRP-2026-SYN-009191,2026-07-06 23:29:29,AREA-CA-108,Capital-Metro-District-B Tech Park Outskirts Sector-8,Capital-Metro-District-B,State-National-Capital,28.582336,77.286371,AEPS_SPOOF,PHISHING_PORTAL,5000.0,LOW_UNDER_10K,18,23,0,0,11,19,1,0.53,0.7459,1,Monday,-0.258819,0.965926,0.0,1.0,2.9444,8.5174
NCRP-2026-SYN-009192,2026-06-23 22:39:16,AREA-IN-181,Industrial-Belt-District-E Commercial ATM Hub Sector-11,Industrial-Belt-District-E,State-East-Zone,22.535502,88.297373,AEPS_SPOOF,JOB_OFFER_FRAUD,5000.0,LOW_UNDER_10K,30,22,1,0,6,40,1,0.676,0.9194,1,Tuesday,-0.5,0.866025,0.781831,0.62349,3.434,8.5174
NCRP-2026-SYN-009193,2026-06-24 23:52:57,AREA-TE-160,Tech-Corridor-District-D University Campus Zone Sector-10,Tech-Corridor-District-D,State-South-Plateau,13.012863,77.702559,SIM_CLONE_FRAUD,KYC_EXPIRY_SPOOF,36000.0,MID_10K_TO_50K,17,23,2,0,8,17,1,0.584,0.8451,0,Wednesday,-0.258819,0.965926,0.974928,-0.222521,2.8904,10.4913
NCRP-2026-SYN-009194,2026-08-17 17:34:30,AREA-IN-172,Industrial-Belt-District-B University Campus Zone Sector-2,Industrial-Belt-District-B,State-East-Zone,22.587194,88.419788,SIM_CLONE_FRAUD,INVESTMENT_MULE_SCAM,14500.0,MID_10K_TO_50K,70,17,0,0,4,16,0,0.32,0.5685,0,Monday,-0.965926,-0.258819,0.0,1.0,4.2627,9.582
NCRP-2026-SYN-009195,2026-06-11 15:23:29,AREA-TE-155,Tech-Corridor-District-E Suburban Residential Zone Sector-5,Tech-Corridor-District-E,State-South-Plateau,12.900465,77.628619,CARD_SKIMMING,PHISHING_PORTAL,9700.0,LOW_UNDER_10K,30,15,3,0,8,13,0,0.477,0.5777,0,Thursday,-0.707107,-0.707107,0.433884,-0.900969,3.434,9.18
NCRP-2026-SYN-009196,2026-07-28 13:16:06,AREA-TE-151,Tech-Corridor-District-A University Campus Zone Sector-1,Tech-Corridor-District-A,State-South-Plateau,12.991192,77.537782,CARD_SKIMMING,JOB_OFFER_FRAUD,5500.0,LOW_UNDER_10K,106,13,1,0,6,18,0,0.372,0.5527,0,Tuesday,-0.258819,-0.965926,0.781831,0.62349,4.6728,8.6127
NCRP-2026-SYN-009197,2026-06-22 12:41:46,AREA-CA-104,Capital-Metro-District-D Commercial ATM Hub Sector-4,Capital-Metro-District-D,State-National-Capital,28.622998,77.098973,AEPS_SPOOF,INVESTMENT_MULE_SCAM,10000.0,MID_10K_TO_50K,455,12,0,0,4,47,0,0.375,0.8712,0,Monday,0.0,-1.0,0.0,1.0,6.1225,9.2104
NCRP-2026-SYN-009198,2026-08-14 10:06:25,AREA-CA-104,Capital-Metro-District-D Commercial ATM Hub Sector-4,Capital-Metro-District-D,State-National-Capital,28.624671,77.090315,SIM_CLONE_FRAUD,INVESTMENT_MULE_SCAM,113500.0,HIGH_50K_TO_200K,205,10,4,0,7,47,0,0.375,0.8372,0,Friday,0.5,-0.866025,-0.433884,-0.900969,5.3279,11.6396
NCRP-2026-SYN-009199,2026-08-01 12:41:23,AREA-IN-176,Industrial-Belt-District-F Industrial Cyber Cluster Sector-6,Industrial-Belt-District-F,State-East-Zone,22.603741,88.321705,CARD_SKIMMING,PHISHING_PORTAL,20500.0,MID_10K_TO_50K,17,12,5,1,14,64,0,0.657,0.9383,0,Saturday,0.0,-1.0,-0.974928,-0.222521,2.8904,9.9282
NCRP-2026-SYN-009200,2026-07-23 10:42:20,AREA-CA-102,Capital-Metro-District-B University Campus Zone Sector-2,Capital-Metro-District-B,State-National-Capital,28.743178,77.269049,AEPS_SPOOF,JOB_OFFER_FRAUD,10000.0,MID_10K_TO_50K,9,10,3,0,11,19,0,0.41,0.5457,0,Thursday,0.5,-0.866025,0.433884,-0.900969,2.3026,9.2104
NCRP-2026-SYN-009201,2026-06-13 15:09:34,AREA-CA-117,Capital-Metro-District-E Marketplace & Trade Center Sector-17,Capital-Metro-District-E,State-National-Capital,28.617524,77.408139,SIM_CLONE_FRAUD,JOB_OFFER_FRAUD,2500.0,LOW_UNDER_10K,551,15,5,1,8,26,0,0.503,0.843,0,Saturday,-0.707107,-0.707107,-0.974928,-0.222521,6.3135,7.8244
NCRP-2026-SYN-009202,2026-07-10 03:22:35,AREA-CA-118,Capital-Metro-District-F Commercial ATM Hub Sector-18,Capital-Metro-District-F,State-National-Capital,28.708302,77.261096,CARD_SKIMMING,INVESTMENT_MULE_SCAM,28700.0,MID_10K_TO_50K,223,3,4,0,14,39,1,0.905,0.98,0,Friday,0.707107,0.707107,-0.433884,-0.900969,5.4116,10.2647
NCRP-2026-SYN-009203,2026-05-27 01:43:47,AREA-TE-160,Tech-Corridor-District-D University Campus Zone Sector-10,Tech-Corridor-District-D,State-South-Plateau,13.025034,77.706919,AEPS_SPOOF,INVESTMENT_MULE_SCAM,10000.0,MID_10K_TO_50K,339,1,2,0,11,17,1,0.584,0.9774,1,Wednesday,0.258819,0.965926,0.974928,-0.222521,5.8289,9.2104
NCRP-2026-SYN-009204,2026-08-07 03:53:22,AREA-FI-133,Financial-Hub-District-B Industrial Cyber Cluster Sector-8,Financial-Hub-District-B,State-West-Coast,19.035726,72.961457,AEPS_SPOOF,INVESTMENT_MULE_SCAM,10000.0,MID_10K_TO_50K,70,3,4,0,4,41,1,0.42,0.9268,1,Friday,0.707107,0.707107,-0.433884,-0.900969,4.2627,9.2104
NCRP-2026-SYN-009205,2026-07-26 21:19:53,AREA-CE-189,Central-Grid-District-D Marketplace & Trade Center Sector-4,Central-Grid-District-D,State-Central-Valley,20.931027,79.07747,SIM_CLONE_FRAUD,SEXTORTION_BLACKMAIL,12600.0,MID_10K_TO_50K,479,21,6,1,14,50,1,0.638,0.98,1,Sunday,-0.707107,0.707107,-0.781831,0.62349,6.1738,9.4415
NCRP-2026-SYN-009206,2026-07-26 15:32:06,AREA-TE-153,Tech-Corridor-District-C University Campus Zone Sector-3,Tech-Corridor-District-C,State-South-Plateau,13.14368,77.536902,UPI_FRAUD,JOB_OFFER_FRAUD,4800.0,LOW_UNDER_10K,288,15,6,1,6,6,0,0.567,0.8449,0,Sunday,-0.707107,-0.707107,-0.781831,0.62349,5.6664,8.4766
NCRP-2026-SYN-009207,2026-08-16 11:02:09,AREA-CE-190,Central-Grid-District-E High-Density Transit Node Sector-5,Central-Grid-District-E,State-Central-Valley,21.129242,78.997539,UPI_FRAUD,JOB_OFFER_FRAUD,8700.0,LOW_UNDER_10K,317,11,6,1,3,35,0,0.546,0.9273,1,Sunday,0.258819,-0.965926,-0.781831,0.62349,5.7621,9.0712
NCRP-2026-SYN-009208,2026-07-31 21:16:40,AREA-CA-114,Capital-Metro-District-B Marketplace & Trade Center Sector-14,Capital-Metro-District-B,State-National-Capital,28.555094,77.185233,UPI_FRAUD,PHISHING_PORTAL,65300.0,HIGH_50K_TO_200K,176,21,4,0,9,34,1,0.572,0.98,1,Friday,-0.707107,0.707107,-0.433884,-0.900969,5.1761,11.0868
NCRP-2026-SYN-009209,2026-08-14 19:12:26,AREA-TE-163,Tech-Corridor-District-A Tech Park Outskirts Sector-13,Tech-Corridor-District-A,State-South-Plateau,12.993478,77.506685,CARD_SKIMMING,PHISHING_PORTAL,134000.0,HIGH_50K_TO_200K,244,19,4,0,7,17,0,0.377,0.68,1,Friday,-0.965926,0.258819,-0.433884,-0.900969,5.5013,11.8056
NCRP-2026-SYN-009210,2026-06-15 11:47:47,AREA-IN-177,Industrial-Belt-District-A Tech Park Outskirts Sector-7,Industrial-Belt-District-A,State-East-Zone,22.595897,88.316866,AEPS_SPOOF,PHISHING_PORTAL,20000.0,MID_10K_TO_50K,193,11,0,0,10,17,0,0.539,0.696,0,Monday,0.258819,-0.965926,0.0,1.0,5.2679,9.9035
NCRP-2026-SYN-009211,2026-08-16 22:40:19,AREA-IN-173,Industrial-Belt-District-C Industrial Cyber Cluster Sector-3,Industrial-Belt-District-C,State-East-Zone,22.43518,88.370236,UPI_FRAUD,PHISHING_PORTAL,11600.0,MID_10K_TO_50K,276,22,6,1,14,40,1,0.939,0.98,1,Sunday,-0.5,0.866025,-0.781831,0.62349,5.624,9.3588
NCRP-2026-SYN-009212,2026-07-20 14:01:29,AREA-IN-175,Industrial-Belt-District-E Commercial ATM Hub Sector-5,Industrial-Belt-District-E,State-East-Zone,22.613079,88.479472,SIM_CLONE_FRAUD,INVESTMENT_MULE_SCAM,38200.0,MID_10K_TO_50K,179,14,0,0,10,44,0,0.699,0.98,1,Monday,-0.5,-0.866025,0.0,1.0,5.193,10.5506
NCRP-2026-SYN-009213,2026-06-07 11:51:37,AREA-IN-173,Industrial-Belt-District-C Industrial Cyber Cluster Sector-3,Industrial-Belt-District-C,State-East-Zone,22.446359,88.369836,UPI_FRAUD,JOB_OFFER_FRAUD,17300.0,MID_10K_TO_50K,123,11,6,1,12,40,0,0.939,0.98,0,Sunday,0.258819,-0.965926,-0.781831,0.62349,4.8203,9.7585
NCRP-2026-SYN-009214,2026-07-20 03:06:16,AREA-FI-126,Financial-Hub-District-A Industrial Cyber Cluster Sector-1,Financial-Hub-District-A,State-West-Coast,19.069984,72.902984,UPI_FRAUD,INVESTMENT_MULE_SCAM,3300.0,LOW_UNDER_10K,5,3,0,0,4,60,1,0.443,0.98,0,Monday,0.707107,0.707107,0.0,1.0,1.7918,8.102
NCRP-2026-SYN-009215,2026-07-27 00:31:46,AREA-FI-137,Financial-Hub-District-F Tech Park Outskirts Sector-12,Financial-Hub-District-F,State-West-Coast,19.175774,72.821174,UPI_FRAUD,JOB_OFFER_FRAUD,9700.0,LOW_UNDER_10K,394,0,0,0,6,11,1,0.435,0.8445,0,Monday,0.0,1.0,0.0,1.0,5.9789,9.18
NCRP-2026-SYN-009216,2026-08-21 18:18:07,AREA-CA-109,Capital-Metro-District-C Tech Park Outskirts Sector-9,Capital-Metro-District-C,State-National-Capital,28.553934,77.258987,AEPS_SPOOF,PHISHING_PORTAL,20000.0,MID_10K_TO_50K,601,18,4,0,9,25,0,0.404,0.804,1,Friday,-1.0,-0.0,-0.433884,-0.900969,6.4003,9.9035
NCRP-2026-SYN-009217,2026-08-04 15:20:36,AREA-CE-188,Central-Grid-District-C Marketplace & Trade Center Sector-3,Central-Grid-District-C,State-Central-Valley,21.042588,78.978142,CARD_SKIMMING,PHISHING_PORTAL,1500.0,LOW_UNDER_10K,173,15,1,0,16,45,0,0.761,0.98,1,Tuesday,-0.707107,-0.707107,0.781831,0.62349,5.1591,7.3139
NCRP-2026-SYN-009218,2026-07-07 01:33:45,AREA-FI-142,Financial-Hub-District-E High-Density Transit Node Sector-17,Financial-Hub-District-E,State-West-Coast,19.022244,72.946954,SIM_CLONE_FRAUD,INVESTMENT_MULE_SCAM,36600.0,MID_10K_TO_50K,15,1,1,0,16,27,1,0.605,0.98,1,Tuesday,0.258819,0.965926,0.781831,0.62349,2.7726,10.5078
NCRP-2026-SYN-009219,2026-06-21 14:18:23,AREA-IN-180,Industrial-Belt-District-D Marketplace & Trade Center Sector-10,Industrial-Belt-District-D,State-East-Zone,22.460098,88.451854,UPI_FRAUD,INVESTMENT_MULE_SCAM,900.0,LOW_UNDER_10K,110,14,6,1,4,32,0,0.414,0.9505,1,Sunday,-0.5,-0.866025,-0.781831,0.62349,4.7095,6.8035
NCRP-2026-SYN-009220,2026-07-15 17:29:01,AREA-CA-108,Capital-Metro-District-B Tech Park Outskirts Sector-8,Capital-Metro-District-B,State-National-Capital,28.568115,77.290235,AEPS_SPOOF,INVESTMENT_MULE_SCAM,5000.0,LOW_UNDER_10K,46,17,2,0,11,19,0,0.53,0.6651,1,Wednesday,-0.965926,-0.258819,0.974928,-0.222521,3.8501,8.5174
NCRP-2026-SYN-009221,2026-06-18 00:24:06,AREA-IN-176,Industrial-Belt-District-F Industrial Cyber Cluster Sector-6,Industrial-Belt-District-F,State-East-Zone,22.600302,88.316003,SIM_CLONE_FRAUD,KYC_EXPIRY_SPOOF,16700.0,MID_10K_TO_50K,9,0,3,0,11,64,1,0.657,0.98,1,Thursday,0.0,1.0,0.433884,-0.900969,2.3026,9.7232
NCRP-2026-SYN-009222,2026-05-27 13:22:39,AREA-TE-164,Tech-Corridor-District-B Tech Park Outskirts Sector-14,Tech-Corridor-District-B,State-South-Plateau,12.928136,77.528043,UPI_FRAUD,SEXTORTION_BLACKMAIL,12300.0,MID_10K_TO_50K,688,13,2,0,9,17,0,0.562,0.7911,1,Wednesday,-0.258819,-0.965926,0.974928,-0.222521,6.5352,9.4174
NCRP-2026-SYN-009223,2026-08-19 10:54:02,AREA-IN-181,Industrial-Belt-District-E Commercial ATM Hub Sector-11,Industrial-Belt-District-E,State-East-Zone,22.537669,88.286662,UPI_FRAUD,KYC_EXPIRY_SPOOF,12900.0,MID_10K_TO_50K,11,10,2,0,10,40,0,0.676,0.8412,0,Wednesday,0.5,-0.866025,0.974928,-0.222521,2.4849,9.4651
NCRP-2026-SYN-009224,2026-06-07 21:02:24,AREA-CA-124,Capital-Metro-District-F Industrial Cyber Cluster Sector-24,Capital-Metro-District-F,State-National-Capital,28.768462,77.249016,NET_BANKING_PHISHING,INVESTMENT_MULE_SCAM,139100.0,HIGH_50K_TO_200K,109,21,6,1,5,53,1,0.374,0.98,1,Sunday,-0.707107,0.707107,-0.781831,0.62349,4.7005,11.843
NCRP-2026-SYN-009225,2026-07-22 21:41:17,AREA-FI-147,Financial-Hub-District-D High-Density Transit Node Sector-22,Financial-Hub-District-D,State-West-Coast,19.079335,72.805737,UPI_FRAUD,INVESTMENT_MULE_SCAM,18600.0,MID_10K_TO_50K,125,21,2,0,5,23,1,0.664,0.9745,0,Wednesday,-0.707107,0.707107,0.974928,-0.222521,4.8363,9.831
NCRP-2026-SYN-009226,2026-08-06 12:34:27,AREA-TE-168,Tech-Corridor-District-F Tech Park Outskirts Sector-18,Tech-Corridor-District-F,State-South-Plateau,12.911818,77.474593,AEPS_SPOOF,INVESTMENT_MULE_SCAM,20000.0,MID_10K_TO_50K,31,12,3,0,8,18,0,0.521,0.6671,0,Thursday,0.0,-1.0,0.433884,-0.900969,3.4657,9.9035
NCRP-2026-SYN-009227,2026-08-22 03:33:20,AREA-FI-137,Financial-Hub-District-F Tech Park Outskirts Sector-12,Financial-Hub-District-F,State-West-Coast,19.181563,72.813643,UPI_FRAUD,PHISHING_PORTAL,14800.0,MID_10K_TO_50K,181,3,5,1,10,11,1,0.435,0.9161,1,Saturday,0.707107,0.707107,-0.974928,-0.222521,5.204,9.6025
NCRP-2026-SYN-009228,2026-07-04 22:25:57,AREA-CA-118,Capital-Metro-District-F Commercial ATM Hub Sector-18,Capital-Metro-District-F,State-National-Capital,28.703871,77.265352,SIM_CLONE_FRAUD,JOB_OFFER_FRAUD,8100.0,LOW_UNDER_10K,44,22,5,1,14,39,1,0.905,0.98,0,Saturday,-0.5,0.866025,-0.974928,-0.222521,3.8067,8.9997
NCRP-2026-SYN-009229,2026-06-13 13:51:23,AREA-FI-149,Financial-Hub-District-F Industrial Cyber Cluster Sector-24,Financial-Hub-District-F,State-West-Coast,19.033756,72.903064,UPI_FRAUD,INVESTMENT_MULE_SCAM,52900.0,HIGH_50K_TO_200K,18,13,5,1,8,47,0,0.534,0.9529,1,Saturday,-0.258819,-0.965926,-0.974928,-0.222521,2.9444,10.8762
NCRP-2026-SYN-009230,2026-08-07 23:15:42,AREA-CA-125,Capital-Metro-District-A Tech Park Outskirts Sector-25,Capital-Metro-District-A,State-National-Capital,28.698946,77.24269,UPI_FRAUD,PHISHING_PORTAL,9500.0,LOW_UNDER_10K,53,23,4,0,4,24,1,0.517,0.8729,1,Friday,-0.258819,0.965926,-0.433884,-0.900969,3.989,9.1592
NCRP-2026-SYN-009231,2026-08-03 01:59:37,AREA-CE-186,Central-Grid-District-A Tech Park Outskirts Sector-1,Central-Grid-District-A,State-Central-Valley,21.0569,79.08005,SIM_CLONE_FRAUD,INVESTMENT_MULE_SCAM,154100.0,HIGH_50K_TO_200K,100,1,0,0,5,16,1,0.378,0.7287,1,Monday,0.258819,0.965926,0.0,1.0,4.6151,11.9454
NCRP-2026-SYN-009232,2026-07-18 15:43:15,AREA-TE-159,Tech-Corridor-District-C Marketplace & Trade Center Sector-9,Tech-Corridor-District-C,State-South-Plateau,13.070579,77.606737,AEPS_SPOOF,PHISHING_PORTAL,2000.0,LOW_UNDER_10K,111,15,5,1,4,41,0,0.424,0.9316,1,Saturday,-0.707107,-0.707107,-0.974928,-0.222521,4.7185,7.6014
NCRP-2026-SYN-009233,2026-07-09 04:50:27,AREA-IN-179,Industrial-Belt-District-C High-Density Transit Node Sector-9,Industrial-Belt-District-C,State-East-Zone,22.566718,88.494649,UPI_FRAUD,SEXTORTION_BLACKMAIL,16600.0,MID_10K_TO_50K,630,4,3,0,16,30,1,0.846,0.98,1,Thursday,0.866025,0.5,0.433884,-0.900969,6.4473,9.7172
NCRP-2026-SYN-009234,2026-07-26 01:23:56,AREA-CA-121,Capital-Metro-District-C Commercial ATM Hub Sector-21,Capital-Metro-District-C,State-National-Capital,28.681846,77.114429,UPI_FRAUD,INVESTMENT_MULE_SCAM,8600.0,LOW_UNDER_10K,5,1,6,1,4,52,1,0.329,0.8974,0,Sunday,0.258819,0.965926,-0.781831,0.62349,1.7918,9.0596
NCRP-2026-SYN-009235,2026-08-19 21:45:33,AREA-TE-170,Tech-Corridor-District-B Commercial ATM Hub Sector-20,Tech-Corridor-District-B,State-South-Plateau,13.044635,77.746612,UPI_FRAUD,JOB_OFFER_FRAUD,10500.0,MID_10K_TO_50K,206,21,2,0,8,47,1,0.566,0.98,1,Wednesday,-0.707107,0.707107,0.974928,-0.222521,5.3327,9.2592
NCRP-2026-SYN-009236,2026-08-09 09:31:03,AREA-IN-173,Industrial-Belt-District-C Industrial Cyber Cluster Sector-3,Industrial-Belt-District-C,State-East-Zone,22.451716,88.366168,UPI_FRAUD,PHISHING_PORTAL,19800.0,MID_10K_TO_50K,17,9,6,1,17,40,0,0.939,0.98,1,Sunday,0.707107,-0.707107,-0.781831,0.62349,2.8904,9.8935
NCRP-2026-SYN-009237,2026-07-22 13:34:34,AREA-CE-190,Central-Grid-District-E High-Density Transit Node Sector-5,Central-Grid-District-E,State-Central-Valley,21.12907,79.000283,AEPS_SPOOF,INVESTMENT_MULE_SCAM,10000.0,MID_10K_TO_50K,13,13,2,0,14,35,0,0.546,0.8004,0,Wednesday,-0.258819,-0.965926,0.974928,-0.222521,2.6391,9.2104
NCRP-2026-SYN-009238,2026-06-21 17:05:13,AREA-CA-112,Capital-Metro-District-F Tech Park Outskirts Sector-12,Capital-Metro-District-F,State-National-Capital,28.612822,77.184068,UPI_FRAUD,SEXTORTION_BLACKMAIL,57400.0,HIGH_50K_TO_200K,23,17,6,1,4,19,0,0.409,0.6059,1,Sunday,-0.965926,-0.258819,-0.781831,0.62349,3.1781,10.9578
NCRP-2026-SYN-009239,2026-06-23 02:52:06,AREA-TE-152,Tech-Corridor-District-B Industrial Cyber Cluster Sector-2,Tech-Corridor-District-B,State-South-Plateau,12.989244,77.600989,AEPS_SPOOF,JOB_OFFER_FRAUD,5000.0,LOW_UNDER_10K,11,2,1,0,8,37,1,0.552,0.9474,0,Tuesday,0.5,0.866025,0.781831,0.62349,2.4849,8.5174
NCRP-2026-SYN-009240,2026-06-18 23:04:17,AREA-FI-143,Financial-Hub-District-F Marketplace & Trade Center Sector-18,Financial-Hub-District-F,State-West-Coast,19.004976,72.829122,NET_BANKING_PHISHING,PHISHING_PORTAL,2200.0,LOW_UNDER_10K,27,23,3,0,7,45,1,0.549,0.9108,0,Thursday,-0.258819,0.965926,0.433884,-0.900969,3.3322,7.6967
NCRP-2026-SYN-009241,2026-06-18 17:29:58,AREA-FI-129,Financial-Hub-District-D Industrial Cyber Cluster Sector-4,Financial-Hub-District-D,State-West-Coast,19.090369,72.910309,AEPS_SPOOF,SEXTORTION_BLACKMAIL,2000.0,LOW_UNDER_10K,21,17,3,0,14,51,0,0.818,0.923,0,Thursday,-0.965926,-0.258819,0.433884,-0.900969,3.091,7.6014
NCRP-2026-SYN-009242,2026-07-03 11:40:19,AREA-TE-170,Tech-Corridor-District-B Commercial ATM Hub Sector-20,Tech-Corridor-District-B,State-South-Plateau,13.052254,77.750192,CARD_SKIMMING,PHISHING_PORTAL,2600.0,LOW_UNDER_10K,21,11,4,0,7,47,0,0.566,0.8567,0,Friday,0.258819,-0.965926,-0.433884,-0.900969,3.091,7.8637
NCRP-2026-SYN-009243,2026-08-11 12:25:54,AREA-IN-180,Industrial-Belt-District-D Marketplace & Trade Center Sector-10,Industrial-Belt-District-D,State-East-Zone,22.460193,88.45547,CARD_SKIMMING,KYC_EXPIRY_SPOOF,1200.0,LOW_UNDER_10K,37,12,1,0,5,32,0,0.414,0.7895,0,Tuesday,0.0,-1.0,0.781831,0.62349,3.6376,7.0909
NCRP-2026-SYN-009244,2026-08-19 03:20:30,AREA-FI-142,Financial-Hub-District-E High-Density Transit Node Sector-17,Financial-Hub-District-E,State-West-Coast,19.025957,72.94511,CARD_SKIMMING,SEXTORTION_BLACKMAIL,17600.0,MID_10K_TO_50K,85,3,2,0,6,27,1,0.605,0.9046,0,Wednesday,0.707107,0.707107,0.974928,-0.222521,4.4543,9.7757
NCRP-2026-SYN-009245,2026-08-05 10:49:52,AREA-CA-105,Capital-Metro-District-E Tech Park Outskirts Sector-5,Capital-Metro-District-E,State-National-Capital,28.56643,77.19449,AEPS_SPOOF,PHISHING_PORTAL,2000.0,LOW_UNDER_10K,39,10,2,0,14,25,0,0.572,0.8137,0,Wednesday,0.5,-0.866025,0.974928,-0.222521,3.6889,7.6014
NCRP-2026-SYN-009246,2026-06-02 23:17:33,AREA-TE-160,Tech-Corridor-District-D University Campus Zone Sector-10,Tech-Corridor-District-D,State-South-Plateau,13.021544,77.700981,SIM_CLONE_FRAUD,KYC_EXPIRY_SPOOF,16200.0,MID_10K_TO_50K,322,23,1,0,9,17,1,0.584,0.9077,1,Tuesday,-0.258819,0.965926,0.781831,0.62349,5.7777,9.6928
